0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	6	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	6	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	8	9	10	7	7	0	0	0	0	0	0	0	0	0	0	0	8	9	10	7	7	0	0	0	0	0	0	0	0	0	0	0	8	9	10	7	7	0	0	0	0	0	0	0	0	0	0	0	8	9	10	7	7	0	0	0	0	0	0	0	0	0	0	0	8	9	10	7	7	0	0	0	0	0	0	0	0	0	0	0	8	9	10	7	7	0	0	0	0	0	0	0	0	0	0	0	8	9	10	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	11	12	12	7	7	0	0	0	1	2	0	0	0	0	0	0	11	12	12	7	7	0	0	0	1	2	0	0	0	0	0	0	11	12	12	7	7	0	0	0	1	2	0	0	0	0	0	0	11	12	12	7	7	0	0	0	1	2	0	0	0	0	0	0	11	12	12	7	7	0	0	0	1	2	0	0	0	0	0	0	11	12	12	7	7	0	0	0	1	2	0	0	0	0	0	0	11	12	12	7	7	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	13	14	14	7	7	0	0	0	4	5	0	0	0	0	0	0	13	14	14	7	7	0	0	0	4	5	0	0	0	0	0	0	13	14	14	7	7	0	0	0	4	5	0	0	0	0	0	0	13	14	14	7	7	0	0	0	4	5	0	0	0	0	0	0	13	14	14	7	7	0	0	0	4	5	0	0	0	0	0	0	13	14	14	7	7	0	0	0	4	5	0	0	0	0	0	0	13	14	14	7	7	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	13	14	14	7	15	16	0	0	6	15	16	0	0	0	0	0	13	14	14	7	15	16	0	0	6	15	16	0	0	0	0	0	13	14	14	7	15	16	0	0	6	15	16	0	0	0	0	0	13	14	14	7	15	16	0	0	6	15	16	0	0	0	0	0	13	14	14	7	15	16	0	0	6	15	16	0	0	0	0	0	13	14	14	7	15	16	0	0	6	15	16	0	0	0	0	0	13	14	14	7	15	16	0	0	6	15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	13	14	14	7	11	12	0	1	6	11	12	0	0	0	0	0	13	14	14	7	11	12	0	1	6	11	12	0	0	0	0	0	13	14	14	7	11	12	0	1	6	11	12	0	0	0	0	0	13	14	14	7	11	12	0	1	6	11	12	0	0	0	0	0	13	14	14	7	11	12	0	1	6	11	12	0	0	0	0	0	13	14	14	7	11	12	0	1	6	11	12	0	0	0	0	0	13	14	14	7	11	12	0	1	6	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	17	18	19	20	20	21	19	20	18	22	23	19	20	18	0	0	17	18	19	20	20	21	19	20	18	22	23	19	20	18	0	0	17	18	19	20	20	21	19	20	18	22	23	19	20	18	0	0	17	18	19	20	20	21	19	20	18	22	23	19	20	18	0	0	17	18	19	20	20	21	19	20	18	22	23	19	20	18	0	0	17	18	19	20	20	21	19	20	18	22	23	19	20	18	0	0	17	18	19	20	20	21	19	20	18	22	23	19	20	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	24	25	25	25	25	25	25	25	25	25	25	25	25	26	0	0	24	25	25	25	25	25	25	25	25	25	25	25	25	26	0	0	24	25	25	25	25	25	25	25	25	25	25	25	25	26	0	0	24	25	25	25	25	25	25	25	25	25	25	25	25	26	0	0	24	25	25	25	25	25	25	25	25	25	25	25	25	26	0	0	24	25	25	25	25	25	25	25	25	25	25	25	25	26	0	0	24	25	25	25	25	25	25	25	25	25	25	25	25	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	27	28	28	28	28	28	28	28	28	28	28	28	28	28	0	0	27	28	28	28	28	28	28	28	28	28	28	28	28	28	0	0	27	28	28	28	28	28	28	28	28	28	28	28	28	28	0	0	27	28	28	28	28	28	28	28	28	28	28	28	28	28	0	0	27	28	28	28	28	28	28	28	28	28	28	28	28	28	0	0	27	28	28	28	28	28	28	28	28	28	28	28	28	28	0	0	27	28	28	28	28	28	28	28	28	28	28	28	28	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	27	29	29	29	29	29	29	29	29	29	29	29	29	29	0	0	27	30	30	30	30	30	30	30	30	30	30	30	30	30	0	0	27	31	31	31	31	31	31	31	31	31	31	31	31	31	0	0	27	31	31	31	31	31	31	31	31	31	31	31	31	31	0	0	27	30	30	30	30	30	30	30	30	30	30	30	30	30	0	0	27	29	29	29	29	29	29	29	29	29	29	29	29	29	0	0	27	30	30	30	30	30	30	30	30	30	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
